Category,Forum Name,Title,Ravelry Link/Message,Tags,Catbox link,Attachment name,other info
Designer A-F,along-avec-anna,Trescao (jumper),https://www.ravelry.com/patterns/library/trescao-jumper,Sweater/Jumper,https://files.catbox.moe/vue3oq.pdf,,
Designer A-F,along-avec-anna,Steam Valley (Lady),https://www.ravelry.com/patterns/library/steam-valley-lady,Sweater/Jumper,https://files.catbox.moe/a342dr.pdf,,
Designer A-F,along-avec-anna,Snow Drop Cardigan,https://www.ravelry.com/patterns/library/snow-drop-cardigan,Cardigan/Jacket,https://files.catbox.moe/1pz9ig.pdf,,
Designer A-F,along-avec-anna,Silver Leaf (Jumper),https://www.ravelry.com/patterns/library/silver-leaf-jumper,Sweater/Jumper,https://files.catbox.moe/dgvhbi.pdf,,
Designer A-F,along-avec-anna,Romy (jumper),https://www.ravelry.com/patterns/library/romy-jumper,Sweater/Jumper,https://files.catbox.moe/0287y0.pdf,,
Designer A-F,along-avec-anna,Primrose Slipover,https://www.ravelry.com/patterns/library/primrose-slipover,Vest/Slipover,https://files.catbox.moe/bglbqv.pdf,,
Designer A-F,along-avec-anna,Pia's Day Set,https://www.ravelry.com/patterns/library/pias-day-set,Baby/Child,https://files.catbox.moe/mobu5s.pdf,,
Designer A-F,along-avec-anna,Marieke (Little),https://www.ravelry.com/patterns/library/marieke-little,,https://files.catbox.moe/ior7y9.pdf,,
Designer A-F,along-avec-anna,Lavender Tank Top,https://www.ravelry.com/patterns/library/lavender-tank-top-2,Top/Tank/Blouse,https://files.catbox.moe/ro5qjx.pdf,,
Designer A-F,along-avec-anna,Laurel (Jumper),https://www.ravelry.com/patterns/library/laurel-jumper,Sweater/Jumper,https://files.catbox.moe/if8uix.pdf,,
Designer A-F,along-avec-anna,Iris Tank Top,https://www.ravelry.com/patterns/library/iris-tank-top,Top/Tank/Blouse,https://files.catbox.moe/axdy8y.pdf,,
Designer A-F,along-avec-anna,Dahlia Tank Top,https://www.ravelry.com/patterns/library/dahlia-tank-top,Top/Tank/Blouse,https://files.catbox.moe/dhxuk8.pdf,,
Designer A-F,along-avec-anna,Charlie's Day Set,https://www.ravelry.com/patterns/library/charlies-day-set,Baby/Child,https://files.catbox.moe/dirbur.pdf,,
Designer A-F,along-avec-anna,Blossom (jumper),https://www.ravelry.com/patterns/library/blossom-jumper,Sweater/Jumper,https://files.catbox.moe/awp1s1.pdf,,
Designer A-F,along-avec-anna,Belledonne (Slipover),https://www.ravelry.com/patterns/library/belledonne-slipover,Vest/Slipover,https://files.catbox.moe/5wce97.pdf,,
Designer A-F,amy-christoffers,Pressed Flowers Socks,https://www.ravelry.com/patterns/library/pressed-flowers-socks-2,Socks,https://files.catbox.moe/kktivc.pdf,,
Designer A-F,amy-christoffers,Pressed Flowers Pullover,https://www.ravelry.com/patterns/library/pressed-flowers-pullover,Sweater/Jumper,https://files.catbox.moe/kdd037.pdf,,
Designer A-F,amy-christoffers,Pressed Flowers Mittens,https://www.ravelry.com/patterns/library/pressed-flowers-mittens,Accessory,https://files.catbox.moe/xbcmus.pdf,,
Designer A-F,amy-christoffers,Pressed Flowers Cardigan,https://www.ravelry.com/patterns/library/pressed-flowers-cardigan-2,Cardigan/Jacket,https://files.catbox.moe/8006fg.pdf,,
Designer A-F,amy-christoffers,Pressed Flowers,https://www.ravelry.com/patterns/library/pressed-flowers-3,Neckwear,https://files.catbox.moe/zy5o30.pdf,,
Designer A-F,amy-christoffers,Pomme de pin Cardigan,https://www.ravelry.com/patterns/library/pomme-de-pin-cardigan,Cardigan/Jacket,https://files.catbox.moe/m9arhv.pdf,,
Designer A-F,amy-christoffers,Pheasant Pullover,https://www.ravelry.com/patterns/library/pheasant-pullover,Sweater/Jumper,https://files.catbox.moe/zjrjoy.pdf,,
Designer A-F,amy-christoffers,Paulie Cardigan,https://www.ravelry.com/patterns/library/paulie-cardigan,,https://files.catbox.moe/4utkr6.pdf,,
Designer A-F,amy-christoffers,Lunenburg Pullover,https://www.ravelry.com/patterns/library/lunenburg-pullover,Sweater/Jumper,https://files.catbox.moe/8yfe8a.pdf,,
Designer A-F,amy-christoffers,Langley,https://www.ravelry.com/patterns/library/langley,Sweater/Jumper,https://files.catbox.moe/ylr16b.pdf,,
Designer A-F,amy-christoffers,Iras,https://www.ravelry.com/patterns/library/iras-2,Top/Tank/Blouse,https://files.catbox.moe/u07sdr.pdf,,
Designer A-F,amy-christoffers,Hesper Shawl,https://www.ravelry.com/patterns/library/hesper-shawl,"Accessory,Neckwear",https://files.catbox.moe/6wfxwp.pdf,,
Designer A-F,amy-christoffers,Grouse Creek,https://www.ravelry.com/patterns/library/grouse-creek,Sweater/Jumper,https://files.catbox.moe/9j9383.pdf,,
Designer A-F,amy-christoffers,Gracefield,https://www.ravelry.com/patterns/library/gracefield,Sweater/Jumper,https://files.catbox.moe/6f4h2i.pdf,Gracefield.pdf,
Designer A-F,amy-christoffers,Goldfish Mittens,https://www.ravelry.com/patterns/library/goldfish-mittens,Accessory,https://files.catbox.moe/suh2iq.pdf,,
Designer A-F,amy-christoffers,Fitzgerald,https://www.ravelry.com/patterns/library/fitzgerald-4,"Cardigan,Man",https://files.catbox.moe/ukl6q9.pdf,,
Designer A-F,amy-christoffers,Felix Pullover,https://www.ravelry.com/patterns/library/felix-pullover,Sweater/Jumper,https://files.catbox.moe/hz2uar.pdf,,
Designer A-F,amy-christoffers,Felix Cardigan,https://www.ravelry.com/patterns/library/felix-cardigan,Cardigan/Jacket,https://files.catbox.moe/vccwcq.pdf,,
Designer A-F,amy-christoffers,Chiara,https://www.ravelry.com/patterns/library/chiara-5,Sweater/Jumper,https://files.catbox.moe/p93o7p.pdf,,
Designer A-F,amy-christoffers,Cali,https://www.ravelry.com/patterns/library/cali-6,Home,https://files.catbox.moe/8t53o4.pdf,,
Designer A-F,amy-christoffers,Bloomfield,https://www.ravelry.com/patterns/library/bloomfield-4,Sweater/Jumper,https://files.catbox.moe/y7ajkd.pdf,,
Designer A-F,amy-christoffers,Beryl,https://www.ravelry.com/patterns/library/beryl-9,Top/Tank/Blouse,https://files.catbox.moe/nn6lpr.pdf,,
Designer A-F,amy-christoffers,Ariana,https://www.ravelry.com/patterns/library/ariana-11,Cardigan/Jacket,https://files.catbox.moe/wcwar2.pdf,,
Designer A-F,amy-christoffers,Adara,https://www.ravelry.com/patterns/library/adara-3,Sweater/Jumper,https://files.catbox.moe/wsmto9.pdf,,
Designer A-F,andrea-mowry,Zig,https://www.ravelry.com/patterns/library/zig-3,Sweater/Jumper,https://files.catbox.moe/ie7icn.pdf,,
Designer A-F,andrea-mowry,Wool & Honey,https://www.ravelry.com/patterns/library/wool--honey,Sweater/Jumper,https://files.catbox.moe/p0vyyh.pdf,,
Designer A-F,andrea-mowry,Winters Beach Cardi,https://www.ravelry.com/patterns/library/winters-beach-cardi,Cardigan/Jacket,https://files.catbox.moe/vov0zr.pdf,,
Designer A-F,andrea-mowry,What the Fade?!,https://www.ravelry.com/patterns/library/what-the-fade,Neckwear,https://files.catbox.moe/kmchhf.pdf,,
Designer A-F,andrea-mowry,Wanderers Slippers,https://www.ravelry.com/patterns/library/wanderers-slippers,Socks,https://files.catbox.moe/19ma0x.pdf,,
Designer A-F,andrea-mowry,Vintage '83,https://www.ravelry.com/patterns/library/vintage-83,Top/Tank/Blouse,https://files.catbox.moe/k67os7.pdf,,
Designer A-F,andrea-mowry,Vellichor,https://www.ravelry.com/patterns/library/vellichor,Top/Tank/Blouse,https://files.catbox.moe/o6llmr.pdf,,
Designer A-F,andrea-mowry,Untangled,https://www.ravelry.com/patterns/library/untangled-3,Neckwear,https://files.catbox.moe/oh8r82.pdf,,
Designer A-F,andrea-mowry,Thru Lines,https://www.ravelry.com/patterns/library/thru-lines,Neckwear,https://files.catbox.moe/r0z0kz.pdf,,
Designer A-F,andrea-mowry,The Weekender Crew,https://www.ravelry.com/patterns/library/the-weekender-crew,Sweater/Jumper,https://files.catbox.moe/yddtqu.pdf,The_Weekender_Crew_V1.pdf,
Designer A-F,andrea-mowry,The Weekender,https://www.ravelry.com/patterns/library/the-weekender-5,Sweater/Jumper,https://files.catbox.moe/8msb2m.pdf,,
Designer A-F,andrea-mowry,The Traveler Shawl,https://www.ravelry.com/patterns/library/the-traveler-shawl-3,Neckwear,https://files.catbox.moe/7lo6fy.pdf,,
Designer A-F,andrea-mowry,The Traveler Cowl,https://www.ravelry.com/patterns/library/the-traveler-cowl,Neckwear,https://files.catbox.moe/0g5oow.pdf,,
Designer A-F,andrea-mowry,The Traveler,https://www.ravelry.com/patterns/library/the-traveler-3,Sweater/Jumper,https://files.catbox.moe/xifu7z.pdf,,
Designer A-F,andrea-mowry,The Throwover,https://www.ravelry.com/patterns/library/the-throwover,Sweater/Jumper,https://files.catbox.moe/53t650.pdf,,
Designer A-F,andrea-mowry,The Throwback,https://www.ravelry.com/patterns/library/the-throwback,Cardigan/Jacket,https://files.catbox.moe/d94n7k.pdf,,
Designer A-F,andrea-mowry,The Shift,https://www.ravelry.com/patterns/library/the-shift,Neckwear,https://files.catbox.moe/xrjhfd.pdf,,
Designer A-F,andrea-mowry,The Daydreamer,https://www.ravelry.com/patterns/library/the-daydreamer,Sweater/Jumper,https://files.catbox.moe/xyj7za.pdf,,
Designer A-F,andrea-mowry,Tessellated Vest,https://www.ravelry.com/patterns/library/tessellated-vest,Vest/Slipover,https://files.catbox.moe/l05tr4.pdf,,
Designer A-F,andrea-mowry,Tessellated Pullover,https://www.ravelry.com/patterns/library/tessellated-pullover,Sweater/Jumper,https://files.catbox.moe/91gzch.pdf,,
Designer A-F,andrea-mowry,Sustenance Slippers,https://www.ravelry.com/patterns/library/sustenance-slippers,Socks,https://files.catbox.moe/u9ponw.pdf,Sustenance_Slippers_-_Andrea_Mowry_-_DreaReneeKnits.pdf,
Designer A-F,andrea-mowry,STRIPES!,https://www.ravelry.com/patterns/library/stripes-32,Sweater/Jumper,https://files.catbox.moe/g6v5gt.pdf,,
Designer A-F,andrea-mowry,Stria,https://www.ravelry.com/patterns/library/stria-3,Cardigan/Jacket,https://files.catbox.moe/7ovxr3.pdf,,
Designer A-F,andrea-mowry,Stonecrop Pullover,https://www.ravelry.com/patterns/library/stonecrop-pullover,Sweater/Jumper,https://files.catbox.moe/jrk0rp.pdf,,
Designer A-F,andrea-mowry,Stonecrop Cardi,https://www.ravelry.com/patterns/library/stonecrop-cardi,Cardigan/Jacket,https://files.catbox.moe/fnd633.pdf,,
Designer A-F,andrea-mowry,Sparky,https://www.ravelry.com/patterns/library/sparky,Sweater/Jumper,https://files.catbox.moe/uhfui4.pdf,,
Designer A-F,andrea-mowry,Spark,https://www.ravelry.com/patterns/library/spark-5,Cardigan/Jacket,https://files.catbox.moe/ldv4gy.pdf,,
Designer A-F,andrea-mowry,Shifty,https://www.ravelry.com/patterns/library/shifty-2,Sweater/Jumper,https://files.catbox.moe/8jv2xm.pdf,,
Designer A-F,andrea-mowry,Shiftigan,https://www.ravelry.com/patterns/library/shiftigan,Cardigan/Jacket,https://files.catbox.moe/yfyzpn.pdf,,
Designer A-F,andrea-mowry,Shiftalong,https://www.ravelry.com/patterns/library/shiftalong,Hat,https://files.catbox.moe/myp2k7.pdf,,
Designer A-F,andrea-mowry,Sheltered,https://www.ravelry.com/patterns/library/sheltered-3,Sweater/Jumper,https://files.catbox.moe/9itywe.pdf,,
Designer A-F,andrea-mowry,Satellite,https://www.ravelry.com/patterns/library/satellite-3,Neckwear,https://files.catbox.moe/eo2cxl.pdf,SATELLITE_V2.pdf,
Designer A-F,andrea-mowry,Rose,https://www.ravelry.com/patterns/library/rose-74,Cardigan/Jacket,https://files.catbox.moe/y8o1mf.pdf,,
Designer A-F,andrea-mowry,Range,https://www.ravelry.com/patterns/library/range-4,Accessory,,,
Designer A-F,andrea-mowry,Pink Velvet,https://www.ravelry.com/patterns/library/pink-velvet,Sweater/Jumper,https://files.catbox.moe/h1xz4m.pdf,,
Designer A-F,andrea-mowry,Pink Fizz,https://www.ravelry.com/patterns/library/pink-fizz-3,Sweater/Jumper,https://files.catbox.moe/zkd9ez.pdf,,
Designer A-F,andrea-mowry,Oxbow Cardigan,https://www.ravelry.com/patterns/library/oxbow-cardigan,"Man,Baby/Child,Cardigan/Jacket",https://files.catbox.moe/hrajoo.pdf,,
Designer A-F,andrea-mowry,Open Sky,https://www.ravelry.com/patterns/library/open-sky,Neckwear,https://files.catbox.moe/u02z48.pdf,Open_Sky_Shawl.pdf,
Designer A-F,andrea-mowry,Nurtured,https://www.ravelry.com/patterns/library/nurtured,Sweater/Jumper,https://files.catbox.moe/i0bdo3.pdf,,
Designer A-F,andrea-mowry,Nightshift,https://www.ravelry.com/patterns/library/nightshift,Neckwear,https://files.catbox.moe/o7ldy3.pdf,,
Designer A-F,andrea-mowry,Night & Day Cowl,https://www.ravelry.com/patterns/library/night--day-cowl,Neckwear,https://files.catbox.moe/r516ws.pdf,,
Designer A-F,andrea-mowry,Nebula,https://www.ravelry.com/patterns/library/nebula-17,"Sweater/Jumper,Top/Tank/Blouse",https://files.catbox.moe/pjd0eq.pdf,,
Designer A-F,andrea-mowry,Morning Rituals,https://www.ravelry.com/patterns/library/morning-rituals,Sweater/Jumper,https://files.catbox.moe/2rr75y.pdf,,
Designer A-F,andrea-mowry,Moonwhistle,https://www.ravelry.com/patterns/library/moonwhistle,Neckwear,https://files.catbox.moe/72f4vr.pdf,,
Designer A-F,andrea-mowry,Moonwake Cowl,https://www.ravelry.com/patterns/library/moonwake-cowl,Neckwear,https://files.catbox.moe/cq9rz4.pdf,,
Designer A-F,andrea-mowry,Moon Mint,https://www.ravelry.com/patterns/library/moon-mint,Sweater/Jumper,https://files.catbox.moe/fzejac.pdf,,
